Execution Time,Hour,DayOfWeek,ServerType_MacBookPro1,ServerType_MacBookPro2,ServerType_RaspberryPi,ServerType_VM
0.1043910980224609,14,3,True,False,False,False
0.1167638301849365,14,3,True,False,False,False
0.1066980361938476,14,3,True,False,False,False
0.1035308837890625,14,3,True,False,False,False
0.0997781753540039,14,3,True,False,False,False
0.1081941127777099,14,3,True,False,False,False
0.1055138111114502,14,3,True,False,False,False
0.1095468997955322,14,3,True,False,False,False
0.1114449501037597,14,3,True,False,False,False
0.1096260547637939,14,3,True,False,False,False
0.1089270114898681,14,3,True,False,False,False
0.1000559329986572,14,3,True,False,False,False
0.1048440933227539,14,3,True,False,False,False
0.1071369647979736,14,3,True,False,False,False
0.1068489551544189,14,3,True,False,False,False
0.1091110706329345,14,3,True,False,False,False
0.1051139831542968,14,3,True,False,False,False
0.1062037944793701,14,3,True,False,False,False
0.1072669029235839,14,3,True,False,False,False
0.108469009399414,14,3,True,False,False,False
0.1053531169891357,14,3,True,False,False,False
0.1028280258178711,14,3,True,False,False,False
0.1089100837707519,14,3,True,False,False,False
0.1118497848510742,14,3,True,False,False,False
0.1102030277252197,14,3,True,False,False,False
0.1009399890899658,14,3,True,False,False,False
0.1118526458740234,14,3,True,False,False,False
0.1234171390533447,14,3,True,False,False,False
0.10198974609375,14,3,True,False,False,False
0.1112477779388427,14,3,True,False,False,False
0.1085777282714843,14,3,True,False,False,False
0.1114158630371093,14,3,True,False,False,False
0.1038060188293457,14,3,True,False,False,False
0.10368013381958,14,3,True,False,False,False
0.1009109020233154,14,3,True,False,False,False
0.1097278594970703,14,3,True,False,False,False
0.1039028167724609,14,3,True,False,False,False
0.1056740283966064,14,3,True,False,False,False
0.1047861576080322,14,3,True,False,False,False
0.1021070480346679,14,3,True,False,False,False
0.1074090003967285,14,3,True,False,False,False
0.1058151721954345,14,3,True,False,False,False
0.0996139049530029,14,3,True,False,False,False
0.1370561122894287,14,3,True,False,False,False
0.1090760231018066,14,3,True,False,False,False
0.1000676155090332,14,3,True,False,False,False
0.10221529006958,14,3,True,False,False,False
0.1164960861206054,14,3,True,False,False,False
0.1055092811584472,14,3,True,False,False,False
0.1021120548248291,14,3,True,False,False,False
0.1079380512237548,14,3,True,False,False,False
0.1086399555206298,14,3,True,False,False,False
0.1183588504791259,14,3,True,False,False,False
0.1036808490753173,14,3,True,False,False,False
0.1139240264892578,14,3,True,False,False,False
0.0929188728332519,14,3,True,False,False,False
0.1077499389648437,14,3,True,False,False,False
0.1096529960632324,14,3,True,False,False,False
0.1050770282745361,14,3,True,False,False,False
0.1130533218383789,14,3,True,False,False,False
0.1065261363983154,14,3,True,False,False,False
0.1009259223937988,14,3,True,False,False,False
0.1063380241394043,14,3,True,False,False,False
0.0991349220275878,14,3,True,False,False,False
0.1057300567626953,14,3,True,False,False,False
0.1064362525939941,14,3,True,False,False,False
0.1279559135437011,14,3,True,False,False,False
0.1026387214660644,14,3,True,False,False,False
0.0988397598266601,14,3,True,False,False,False
0.1045470237731933,14,3,True,False,False,False
0.1045069694519043,14,3,True,False,False,False
0.1016919612884521,14,3,True,False,False,False
0.1049950122833252,14,3,True,False,False,False
0.1023249626159668,14,3,True,False,False,False
0.1067371368408203,14,3,True,False,False,False
0.1132631301879882,14,3,True,False,False,False
0.1160180568695068,14,3,True,False,False,False
0.1052999496459961,14,3,True,False,False,False
0.1036009788513183,14,3,True,False,False,False
0.1017780303955078,14,3,True,False,False,False
0.1074838638305664,14,3,True,False,False,False
0.1009731292724609,14,3,True,False,False,False
0.1136057376861572,14,3,True,False,False,False
0.1052248477935791,14,3,True,False,False,False
0.1066789627075195,14,3,True,False,False,False
0.1095950603485107,14,3,True,False,False,False
0.1089749336242675,14,3,True,False,False,False
0.1015570163726806,14,3,True,False,False,False
0.1071360111236572,14,3,True,False,False,False
0.1091070175170898,14,3,True,False,False,False
0.1018502712249755,14,3,True,False,False,False
0.1032497882843017,14,3,True,False,False,False
0.1096570491790771,14,3,True,False,False,False
0.1057338714599609,14,3,True,False,False,False
0.1030032634735107,14,3,True,False,False,False
0.1101996898651123,14,3,True,False,False,False
0.1121220588684082,14,3,True,False,False,False
0.0995850563049316,14,3,True,False,False,False
0.1040446758270263,14,3,True,False,False,False
0.1068310737609863,14,3,True,False,False,False
0.104539155960083,14,3,True,False,False,False
0.102726936340332,14,3,True,False,False,False
0.1031181812286377,14,3,True,False,False,False
0.1082801818847656,14,3,True,False,False,False
0.1029350757598877,14,3,True,False,False,False
0.1125130653381347,14,3,True,False,False,False
0.1066439151763916,14,3,True,False,False,False
0.1039497852325439,14,3,True,False,False,False
0.1021850109100341,14,3,True,False,False,False
0.1078310012817382,14,3,True,False,False,False
0.1061539649963378,14,3,True,False,False,False
0.1064212322235107,14,3,True,False,False,False
0.1012132167816162,14,3,True,False,False,False
0.1036250591278076,14,3,True,False,False,False
0.109684944152832,14,3,True,False,False,False
0.1070468425750732,14,3,True,False,False,False
0.101365327835083,14,3,True,False,False,False
0.1085202693939209,14,3,True,False,False,False
0.1076610088348388,14,3,True,False,False,False
0.0990548133850097,14,3,True,False,False,False
0.105828046798706,14,3,True,False,False,False
0.1044149398803711,14,3,True,False,False,False
0.1018891334533691,14,3,True,False,False,False
0.1011490821838378,14,3,True,False,False,False
0.1154301166534423,14,3,True,False,False,False
0.1041321754455566,14,3,True,False,False,False
0.1026878356933593,14,3,True,False,False,False
0.1065757274627685,14,3,True,False,False,False
0.1005370616912841,14,3,True,False,False,False
0.1046478748321533,14,3,True,False,False,False
0.1018359661102294,14,3,True,False,False,False
0.1061670780181884,14,3,True,False,False,False
0.1041290760040283,14,3,True,False,False,False
0.1073367595672607,14,3,True,False,False,False
0.1102347373962402,14,3,True,False,False,False
0.1018891334533691,14,3,True,False,False,False
0.1001589298248291,14,3,True,False,False,False
0.1043360233306884,14,3,True,False,False,False
0.1088490486145019,14,3,True,False,False,False
0.1080629825592041,14,3,True,False,False,False
0.1144070625305175,14,3,True,False,False,False
0.102543830871582,14,3,True,False,False,False
0.1073329448699951,14,3,True,False,False,False
0.1102941036224365,14,3,True,False,False,False
0.1070821285247802,14,3,True,False,False,False
0.1044380664825439,14,3,True,False,False,False
0.1035602092742919,14,3,True,False,False,False
0.1056439876556396,14,3,True,False,False,False
0.1051759719848632,14,3,True,False,False,False
0.0990228652954101,14,3,True,False,False,False
0.1140470504760742,14,3,True,False,False,False
0.1037192344665527,14,3,True,False,False,False
0.1067359447479248,14,3,True,False,False,False
0.1069271564483642,14,3,True,False,False,False
0.1116960048675537,14,3,True,False,False,False
0.1066560745239257,14,3,True,False,False,False
0.1115961074829101,14,3,True,False,False,False
0.0978639125823974,14,3,True,False,False,False
0.1060080528259277,14,3,True,False,False,False
0.1112809181213378,14,3,True,False,False,False
0.1027760505676269,14,3,True,False,False,False
0.107353925704956,14,3,True,False,False,False
0.1035599708557128,14,3,True,False,False,False
0.1048431396484375,14,3,True,False,False,False
0.1017000675201416,14,3,True,False,False,False
0.1089510917663574,14,3,True,False,False,False
0.1036741733551025,14,3,True,False,False,False
0.1110222339630127,14,3,True,False,False,False
0.1120200157165527,14,3,True,False,False,False
0.1068360805511474,14,3,True,False,False,False
0.1020328998565673,14,3,True,False,False,False
0.0995309352874755,14,3,True,False,False,False
0.1151878833770752,14,3,True,False,False,False
0.1066088676452636,14,3,True,False,False,False
0.1027982234954834,14,3,True,False,False,False
0.1107928752899169,14,3,True,False,False,False
0.1087589263916015,14,3,True,False,False,False
0.1086390018463134,14,3,True,False,False,False
0.1056909561157226,14,3,True,False,False,False
0.1071300506591796,14,3,True,False,False,False
0.1080169677734375,14,3,True,False,False,False
0.1033179759979248,14,3,True,False,False,False
0.1191370487213134,14,3,True,False,False,False
0.106637954711914,14,3,True,False,False,False
0.1068010330200195,14,3,True,False,False,False
0.1006348133087158,14,3,True,False,False,False
0.1065840721130371,14,3,True,False,False,False
0.1086540222167968,14,3,True,False,False,False
0.1092700958251953,14,3,True,False,False,False
0.10524582862854,14,3,True,False,False,False
0.101078987121582,14,3,True,False,False,False
0.104572057723999,14,3,True,False,False,False
0.1126167774200439,14,3,True,False,False,False
0.1095707416534423,14,3,True,False,False,False
0.1030077934265136,14,3,True,False,False,False
0.108314037322998,14,3,True,False,False,False
0.1094970703125,14,3,True,False,False,False
0.1068122386932373,14,3,True,False,False,False
0.1038742065429687,14,3,True,False,False,False
0.1073119640350341,14,3,True,False,False,False
0.1015150547027587,14,3,True,False,False,False
0.1199159622192382,14,3,True,False,False,False
0.1116950511932373,14,3,True,False,False,False
0.1128780841827392,14,3,True,False,False,False
0.1094300746917724,14,3,True,False,False,False
0.1112501621246337,14,3,True,False,False,False
0.101445198059082,14,3,True,False,False,False
0.1123328208923339,14,3,True,False,False,False
0.1050529479980468,14,3,True,False,False,False
0.1053600311279296,14,3,True,False,False,False
0.0987529754638671,14,3,True,False,False,False
0.1100399494171142,14,3,True,False,False,False
0.0989320278167724,14,3,True,False,False,False
0.1076941490173339,14,3,True,False,False,False
0.1126120090484619,14,3,True,False,False,False
0.110084056854248,14,3,True,False,False,False
0.1082680225372314,14,3,True,False,False,False
0.1042268276214599,14,3,True,False,False,False
0.1046957969665527,14,3,True,False,False,False
0.1024708747863769,14,3,True,False,False,False
0.1022889614105224,14,3,True,False,False,False
0.1031250953674316,14,3,True,False,False,False
0.1060993671417236,14,3,True,False,False,False
0.1040949821472168,14,3,True,False,False,False
0.1023502349853515,14,3,True,False,False,False
0.1045398712158203,14,3,True,False,False,False
0.1121978759765625,14,3,True,False,False,False
0.1026601791381836,14,3,True,False,False,False
0.1092627048492431,14,3,True,False,False,False
0.1115138530731201,14,3,True,False,False,False
0.1151769161224365,14,3,True,False,False,False
0.1102690696716308,14,3,True,False,False,False
0.1053628921508789,14,3,True,False,False,False
0.1083371639251709,14,3,True,False,False,False
0.1035487651824951,14,3,True,False,False,False
0.1067728996276855,14,3,True,False,False,False
0.110408067703247,14,3,True,False,False,False
0.108548879623413,14,3,True,False,False,False
0.1066980361938476,14,3,True,False,False,False
0.1095688343048095,14,3,True,False,False,False
0.1070122718811035,14,3,True,False,False,False
0.1170728206634521,14,3,True,False,False,False
0.1089489459991455,14,3,True,False,False,False
0.0964918136596679,14,3,True,False,False,False
0.1050102710723877,14,3,True,False,False,False
0.112217903137207,14,3,True,False,False,False
